class,skillId,skillName,placeholderKey,placeholderType,level,value,ratio
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,21,1727,1.0280
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,22,1775,1.0278
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,23,1822,1.0265
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,24,1869,1.0258
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,25,1916,1.0251
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,26,1963,1.0245
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,27,2011,1.0245
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,28,2058,1.0234
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,29,2105,1.0228
assassin,13130000,"Insignia Explosion",{se_dmg:1313000013:SkillUIMinDmgsum},damage,30,2152,1.0223
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,1,397,1.0000
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,2,514,1.2947
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,3,611,1.1887
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,4,708,1.1588
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,5,805,1.1370
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,6,902,1.1205
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,7,1019,1.1297
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,8,1116,1.0952
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,9,1188,1.0645
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,10,1239,1.0429
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,11,1310,1.0573
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,12,1382,1.0550
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,13,1453,1.0514
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,14,1524,1.0489
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,15,1576,1.0341
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,16,1627,1.0324
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,17,1679,1.0320
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,18,1730,1.0304
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,19,1782,1.0301
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,20,1833,1.0286
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,21,1884,1.0278
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,22,1936,1.0276
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,23,1987,1.0263
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,24,2039,1.0262
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,25,2090,1.0250
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,26,2142,1.0249
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,27,2193,1.0238
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,28,2245,1.0237
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,29,2296,1.0227
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMaxDmgsum},damage,30,2348,1.0226
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,1,397,1.0000
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,2,514,1.2947
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,3,611,1.1887
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,4,708,1.1588
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,5,805,1.1370
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,6,902,1.1205
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,7,1019,1.1297
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,8,1116,1.0952
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,9,1188,1.0645
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,10,1239,1.0429
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,11,1310,1.0573
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,12,1382,1.0550
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,13,1453,1.0514
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,14,1524,1.0489
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,15,1576,1.0341
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,16,1627,1.0324
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,17,1679,1.0320
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,18,1730,1.0304
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,19,1782,1.0301
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,20,1833,1.0286
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,21,1884,1.0278
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,22,1936,1.0276
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,23,1987,1.0263
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,24,2039,1.0262
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,25,2090,1.0250
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,26,2142,1.0249
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,27,2193,1.0238
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,28,2245,1.0237
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,29,2296,1.0227
assassin,13130000,"Insignia Explosion",{se_dmg:1313000015:SkillUIMinDmgsum},damage,30,2348,1.0226
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,1,431,1.0000
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,2,557,1.2923
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,3,662,1.1885
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,4,767,1.1586
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,5,873,1.1382
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,6,978,1.1203
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,7,1104,1.1288
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,8,1209,1.0951
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,9,1287,1.0645
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,10,1342,1.0427
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,11,1419,1.0574
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,12,1497,1.0550
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,13,1574,1.0514
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,14,1651,1.0489
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,15,1707,1.0339
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,16,1763,1.0328
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,17,1818,1.0312
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,18,1874,1.0308
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,19,1930,1.0299
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,20,1986,1.0290
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,21,2042,1.0282
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,22,2097,1.0269
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,23,2153,1.0267
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,24,2209,1.0260
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,25,2265,1.0254
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,26,2320,1.0243
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,27,2376,1.0241
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,28,2432,1.0236
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,29,2488,1.0230
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMaxDmgsum},damage,30,2543,1.0221
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,1,431,1.0000
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,2,557,1.2923
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,3,662,1.1885
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,4,767,1.1586
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,5,873,1.1382
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,6,978,1.1203
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,7,1104,1.1288
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,8,1209,1.0951
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,9,1287,1.0645
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,10,1342,1.0427
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,11,1419,1.0574
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,12,1497,1.0550
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,13,1574,1.0514
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,14,1651,1.0489
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,15,1707,1.0339
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,16,1763,1.0328
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,17,1818,1.0312
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,18,1874,1.0308
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,19,1930,1.0299
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,20,1986,1.0290
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,21,2042,1.0282
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,22,2097,1.0269
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,23,2153,1.0267
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,24,2209,1.0260
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,25,2265,1.0254
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,26,2320,1.0243
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,27,2376,1.0241
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,28,2432,1.0236
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,29,2488,1.0230
assassin,13130000,"Insignia Explosion",{se_dmg:1313000017:SkillUIMinDmgsum},damage,30,2543,1.0221
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,1,464,1.0000
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,2,600,1.2931
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,3,713,1.1883
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,4,826,1.1585
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,5,940,1.1380
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,6,1053,1.1202
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,7,1189,1.1292
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,8,1302,1.0950
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,9,1386,1.0645
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,10,1446,1.0433
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,11,1529,1.0574
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,12,1612,1.0543
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,13,1695,1.0515
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,14,1778,1.0490
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,15,1838,1.0337
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,16,1898,1.0326
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,17,1958,1.0316
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,18,2018,1.0306
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,19,2079,1.0302
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,20,2139,1.0289
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,21,2199,1.0281
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,22,2259,1.0273
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,23,2319,1.0266
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,24,2379,1.0259
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,25,2439,1.0252
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,26,2499,1.0246
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,27,2559,1.0240
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,28,2619,1.0234
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,29,2679,1.0229
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMaxDmgsum},damage,30,2739,1.0224
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,1,464,1.0000
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,2,600,1.2931
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,3,713,1.1883
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,4,826,1.1585
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,5,940,1.1380
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,6,1053,1.1202
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,7,1189,1.1292
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,8,1302,1.0950
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,9,1386,1.0645
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,10,1446,1.0433
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,11,1529,1.0574
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,12,1612,1.0543
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,13,1695,1.0515
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,14,1778,1.0490
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,15,1838,1.0337
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,16,1898,1.0326
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,17,1958,1.0316
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,18,2018,1.0306
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,19,2079,1.0302
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,20,2139,1.0289
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,21,2199,1.0281
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,22,2259,1.0273
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,23,2319,1.0266
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,24,2379,1.0259
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,25,2439,1.0252
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,26,2499,1.0246
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,27,2559,1.0240
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,28,2619,1.0234
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,29,2679,1.0229
assassin,13130000,"Insignia Explosion",{se_dmg:1313000019:SkillUIMinDmgsum},damage,30,2739,1.0224
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,1,530,1.0000
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,2,686,1.2943
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,3,815,1.1880
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,4,945,1.1595
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,5,1074,1.1365
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,6,1203,1.1201
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,7,1359,1.1297
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,8,1488,1.0949
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,9,1584,1.0645
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,10,1652,1.0429
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,11,1747,1.0575
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,12,1842,1.0544
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,13,1937,1.0516
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,14,2032,1.0490
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,15,2101,1.0340
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,16,2170,1.0328
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,17,2238,1.0313
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,18,2307,1.0308
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,19,2376,1.0299
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,20,2444,1.0286
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,21,2513,1.0282
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,22,2581,1.0271
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,23,2650,1.0267
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,24,2719,1.0260
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,25,2787,1.0250
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,26,2856,1.0248
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,27,2925,1.0242
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,28,2993,1.0232
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,29,3062,1.0231
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMaxDmgsum},damage,30,3131,1.0225
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,1,530,1.0000
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,2,686,1.2943
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,3,815,1.1880
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,4,945,1.1595
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,5,1074,1.1365
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,6,1203,1.1201
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,7,1359,1.1297
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,8,1488,1.0949
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,9,1584,1.0645
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,10,1652,1.0429
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,11,1747,1.0575
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,12,1842,1.0544
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,13,1937,1.0516
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,14,2032,1.0490
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,15,2101,1.0340
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,16,2170,1.0328
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,17,2238,1.0313
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,18,2307,1.0308
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,19,2376,1.0299
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,20,2444,1.0286
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,21,2513,1.0282
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,22,2581,1.0271
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,23,2650,1.0267
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,24,2719,1.0260
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,25,2787,1.0250
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,26,2856,1.0248
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,27,2925,1.0242
assassin,13130000,"Insignia Explosion",{se_dmg:1313000021:SkillUIMinDmgsum},damage,28,2993,1.0232
